"2014-09-01 00:17:26",3907574550806754,0
"2014-09-01 00:15:29",3907574550780629,0
"2014-09-01 00:25:45",3907574550780629,0
"2014-09-01 00:46:17",3907574550780629,0
"2014-09-01 01:17:05",3907574550780629,0
"2014-09-01 01:32:29",3907574550780629,0
"2014-09-01 01:47:54",3907574550780629,0
"2014-09-01 02:18:42",3907574550780629,0
"2014-09-01 02:39:16",3907574550780629,0
"2014-09-01 02:54:41",3907574550780629,0
"2014-09-01 03:04:39",3907574550775536,0
"2014-09-01 03:04:42",3907574550775536,0
"2014-09-01 03:11:31",3907574550775536,4
"2014-09-01 03:11:32",3907574550775536,6
"2014-09-01 03:11:33",3907574550775536,6
"2014-09-01 03:11:34",3907574550775536,6
"2014-09-01 03:11:35",3907574550775536,8
"2014-09-01 03:11:36",3907574550775536,10
"2014-09-01 03:11:37",3907574550775536,11
"2014-09-01 03:11:38",3907574550775536,10
"2014-09-01 03:11:39",3907574550775536,10
"2014-09-01 03:11:40",3907574550775536,9
"2014-09-01 03:11:41",3907574550775536,7
"2014-09-01 03:11:42",3907574550775536,6
"2014-09-01 03:11:43",3907574550775536,7
"2014-09-01 03:11:44",3907574550775536,7
"2014-09-01 03:11:45",3907574550775536,12
"2014-09-01 03:11:46",3907574550775536,14
"2014-09-01 03:11:47",3907574550775536,14
"2014-09-01 03:11:48",3907574550775536,14
"2014-09-01 03:11:49",3907574550775536,14
"2014-09-01 03:11:50",3907574550775536,12
"2014-09-01 03:11:51",3907574550775536,11
"2014-09-01 03:11:52",3907574550775536,10
"2014-09-01 03:11:53",3907574550775536,7
"2014-09-01 03:11:56",3907574550775536,4
"2014-09-01 03:11:58",3907574550775536,4
"2014-09-01 03:11:59",3907574550775536,6
"2014-09-01 03:12:00",3907574550775536,7
"2014-09-01 03:12:01",3907574550775536,9
"2014-09-01 03:12:02",3907574550775536,9
"2014-09-01 03:12:03",3907574550775536,6
"2014-09-01 03:12:04",3907574550775536,8
"2014-09-01 03:12:05",3907574550775536,8
"2014-09-01 03:12:08",3907574550775536,3
"2014-09-01 03:12:09",3907574550775536,6
"2014-09-01 03:12:10",3907574550775536,11
"2014-09-01 03:12:11",3907574550775536,14
"2014-09-01 03:12:12",3907574550775536,12
"2014-09-01 03:12:13",3907574550775536,9
"2014-09-01 03:12:53",3907574550775536,2
"2014-09-01 03:12:54",3907574550775536,8
"2014-09-01 03:12:55",3907574550775536,17
"2014-09-01 03:12:56",3907574550775536,22
"2014-09-01 03:12:57",3907574550775536,28
"2014-09-01 03:12:58",3907574550775536,34
"2014-09-01 03:12:59",3907574550775536,39
"2014-09-01 03:13:00",3907574550775536,42
"2014-09-01 03:13:01",3907574550775536,42
"2014-09-01 03:13:02",3907574550775536,40
"2014-09-01 03:13:03",3907574550775536,38
"2014-09-01 03:13:04",3907574550775536,37
"2014-09-01 03:13:05",3907574550775536,37
"2014-09-01 03:13:06",3907574550775536,38
"2014-09-01 03:13:07",3907574550775536,39
"2014-09-01 03:13:08",3907574550775536,38
"2014-09-01 03:13:09",3907574550775536,36
"2014-09-01 03:13:10",3907574550775536,32
"2014-09-01 03:13:11",3907574550775536,29
"2014-09-01 03:13:12",3907574550775536,25
"2014-09-01 03:13:13",3907574550775536,21
"2014-09-01 03:13:14",3907574550775536,17
"2014-09-01 03:13:15",3907574550775536,12
"2014-09-01 03:13:16",3907574550775536,8
"2014-09-01 03:14:01",3907574550775536,3
"2014-09-01 03:14:02",3907574550775536,8
"2014-09-01 03:14:03",3907574550775536,12
"2014-09-01 03:14:04",3907574550775536,14
"2014-09-01 03:14:05",3907574550775536,16
"2014-09-01 03:14:06",3907574550775536,17
"2014-09-01 03:14:07",3907574550775536,18
"2014-09-01 03:14:08",3907574550775536,19
"2014-09-01 03:14:09",3907574550775536,19
"2014-09-01 03:14:11",3907574550775536,17
"2014-09-01 03:14:12",3907574550775536,15
"2014-09-01 03:14:13",3907574550775536,13
"2014-09-01 03:14:14",3907574550775536,11
"2014-09-01 03:14:15",3907574550775536,7
"2014-09-01 03:14:16",3907574550775536,5
"2014-09-01 03:14:17",3907574550775536,8
"2014-09-01 03:14:18",3907574550775536,12
"2014-09-01 03:14:19",3907574550775536,15
"2014-09-01 03:14:20",3907574550775536,24
"2014-09-01 03:14:21",3907574550775536,30
"2014-09-01 03:14:22",3907574550775536,39
"2014-09-01 03:14:23",3907574550775536,46
"2014-09-01 03:14:24",3907574550775536,52
"2014-09-01 03:14:25",3907574550775536,58
"2014-09-01 03:14:26",3907574550775536,64
"2014-09-01 03:14:27",3907574550775536,69
"2014-09-01 03:14:28",3907574550775536,72
"2014-09-01 03:14:29",3907574550775536,75
"2014-09-01 03:14:30",3907574550775536,76
"2014-09-01 03:14:31",3907574550775536,77
"2014-09-01 03:14:32",3907574550775536,79
"2014-09-01 03:14:33",3907574550775536,78
"2014-09-01 03:14:34",3907574550775536,77
"2014-09-01 03:14:35",3907574550775536,75
"2014-09-01 03:14:36",3907574550775536,72
"2014-09-01 03:14:37",3907574550775536,68
"2014-09-01 03:14:38",3907574550775536,61
"2014-09-01 03:14:39",3907574550775536,54
"2014-09-01 03:14:40",3907574550775536,46
"2014-09-01 03:14:41",3907574550775536,39
"2014-09-01 03:14:42",3907574550775536,34
"2014-09-01 03:14:43",3907574550775536,29
"2014-09-01 03:14:45",3907574550775536,15
"2014-09-01 03:14:46",3907574550775536,9
"2014-09-01 03:15:45",3907574550775536,1
"2014-09-01 03:15:46",3907574550775536,8
"2014-09-01 03:15:47",3907574550775536,23
